Name,Activity name,Activity code,Amount
CAR_GASOLINE_ELD,"transport, passenger car, gasoline, Medium, EURO-6ab",3v750r4cpha0amlcnosgwyrgxffw4wxa,1.0
CAR_GASOLINE_LD,"transport, passenger car, gasoline, Medium, EURO-6ab",i7qewrgufvfiypajv4ihps729tumy146,1.0
CAR_GASOLINE_MD,"transport, passenger car, gasoline, Medium, EURO-6ab",l3vrlgykbl1hz6sldf73dqt1pg8fy1td,1.0
CAR_GASOLINE_SD,"transport, passenger car, gasoline, Medium, EURO-6ab",9knkomsqjhngx5utbv27mpgkfx1a07ht,1.0
CAR_HEV_ELD,"transport, passenger car, gasoline hybrid, Medium, EURO-6ab",icvpxny94buyo0y36ms0qt78izhmrt8k,1.0
CAR_HEV_LD,"transport, passenger car, gasoline hybrid, Medium, EURO-6ab",wbw03w8wssihztf31jnfckcl5zxbpif3,1.0
CAR_HEV_MD,"transport, passenger car, gasoline hybrid, Medium, EURO-6ab",d6iz7vjk8w2giphy2gzv4kpqft15w4my,1.0
CAR_HEV_SD,"transport, passenger car, gasoline hybrid, Medium, EURO-6ab",af27bi4uudjqrjigy36ldk2hpv4c66fr,1.0
CAR_MEOH_ELD,"transport, passenger car, gasoline, Medium, EURO-6ab",ywtuvawvpksfjw04ih9eo0k4ki5ge29o,1.0
CAR_MEOH_LD,"transport, passenger car, gasoline, Medium, EURO-6ab",bu3vzoytqe97v5y0fyfrcwfwqumm5cnn,1.0
CAR_MEOH_MD,"transport, passenger car, gasoline, Medium, EURO-6ab",jvyzto3gpwpe81a912zlyegipjz4qp8y,1.0
CAR_MEOH_SD,"transport, passenger car, gasoline, Medium, EURO-6ab",cmglgw72pfz37ogp4cs6am1a1pqk0le4,1.0
CAR_PHEV_ELD,"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6ab",08qgin8sc4hzrpyd8hkfe8qk0y1wvr28,1.0
CAR_PHEV_LD,"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6ab",jtwxvhnyvvfupmcvlv02zonk8yh4euw6,1.0
CAR_PHEV_MD,"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6ab",guirvz1ji0n8yxr1cidzlo766jiob8sc,1.0
CAR_PHEV_SD,"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6ab",wz47zsn1q96iec0sdfub3cfte2q6qt24,1.0
CAR_PROPANE_ELD,"transport, passenger car, compressed gas, Medium, EURO-6ab",8cut2rqosvmfz6gc992i8xx5087t21bu,1.0
CAR_PROPANE_LD,"transport, passenger car, compressed gas, Medium, EURO-6ab",jzy0m5d71gu29821qe2kh60wmsj9n3az,1.0
CAR_PROPANE_MD,"transport, passenger car, compressed gas, Medium, EURO-6ab",fv366w9yw1lq664jr6c4yocr493lw7ky,1.0
CAR_PROPANE_SD,"transport, passenger car, compressed gas, Medium, EURO-6ab",tjhnwi00qisa1n014rl3gh5bzqhhfezd,1.0
CCGT,"electricity production, at natural gas-fired combined cycle power plant",0i9a2ar0utwu76vmnv2ztt9n7a8qvx77,1.0
CCGT_CC,"electricity production, at natural gas-fired combined cycle power plant, post, pipeline 200km, storage 1000m",usc0guax3h31xysz7moo1gx768gz9op3,1.0
CEMENT_PROD,"cement production, CEM II/B",wty3zrpy5ql2qnb0kslufv2cyyp85p47,1.0
CEMENT_PROD_HP,"cement production, CEM II/B",go9r9lry64k1uvrbap3gfnkth7a9rkyr,1.0
CO2_METHANOL,"methanol production, natural gas reforming",mqh6sap3pl1eu73tgmqunmfcptqvyq5t,1.0
CO2_TO_DIESEL,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation",hiwos9frgy5b3n9cr1373qcwowcc8ntd,1.0
CO2_TO_DIESEL,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from electrolysis",rf5s2ae8jnlc9isa0txttcqojgqucydz,2.26
CO2_TO_JETFUELS,"kerosene production, from methanol, hydrogen from electrolysis, CO2 from cement plant, energy allocation",yvfixyalqdh7t2yhrdg7bdwgueyvowl6,1.0
CO2_TO_JETFUELS,"methanol synthesis and distillation, hydrogen from electrolysis, CO2 from cement plant",0toa5dxqbcp16ix51bu4fddfw5kutt2a,2.373
COACH_BIODIESEL_B100_ELD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",sqdtycihk7osamopcgsptu6aeoh1vfz9,1.0
COACH_BIODIESEL_B100_LD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",sugt7knlyoqt9quncwvlsz2c8o44yt7w,1.0
COACH_BIODIESEL_B100_MD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",603t7bk6dg799alr7ow4pjcech4x6g9d,1.0
COACH_BIODIESEL_B20_ELD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",cgg7xjbt5ajxucolgee4y2elhwkt5uy0,1.0
COACH_BIODIESEL_B20_LD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",v1znhropbimsn4e1rqmgsw3yggrp87nh,1.0
COACH_BIODIESEL_B20_MD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",6jn64w4pc3of9seoar7zbi9v78kbywuu,1.0
COACH_CNG_ELD,"transport, passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",84yrxyxsy7qhedxw23jxyech2ouv7eze,1.0
COACH_CNG_LD,"transport, passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",ynzj1nl6jfmdzki6upbukdc17gyslile,1.0
COACH_CNG_MD,"transport, passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",wn8779fjej9in64mo2z0814x53cl43nn,1.0
COACH_DIESEL_ELD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",bp0mw944pmd73e9ejeo17fl6zfhmv1gk,1.0
COACH_DIESEL_LD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",kovpprdm0zyptct0xvhe2p2o1szhyt1p,1.0
COACH_DIESEL_MD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",8if8whxpc3lwmyrdkvaw2v1868edyvco,1.0
COACH_ETOH_E10_ELD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",s8hj8wlazq498q6pfo1fed95c277ofz9,1.0
COACH_ETOH_E10_LD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",fvz8l8aj8k3s796mr2zh9ivjou07pz1g,1.0
COACH_ETOH_E10_MD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",r6ctarbz95fn25jf782pmwgrxi6enm93,1.0
COACH_EV_ELD,"transport, passenger bus, battery electric - overnight charging, 13m single deck urban bus",mwhxiiy8hb0v6iv2468d8hmnwibztn9p,1.0
COACH_EV_LD,"transport, passenger bus, battery electric - overnight charging, 13m single deck urban bus",0lb3er2wc3s0d8vvtx1nlhbnqfw063ae,1.0
COACH_EV_MD,"transport, passenger bus, battery electric - overnight charging, 13m single deck urban bus",b7t1fhsr9z1unmsbnog4t176r152nib3,1.0
COACH_FC_CH4_ELD,"transport, passenger bus, fuel cell electric, 13m single deck coach bus",ldcioxwic81rnk1b4gxyybgo0ic820fj,1.0
COACH_FC_CH4_LD,"transport, passenger bus, fuel cell electric, 13m single deck coach bus",wdo6c46rbzgsmyiwxcssp6whuy1kxdi3,1.0
COACH_FC_CH4_MD,"transport, passenger bus, fuel cell electric, 13m single deck coach bus",bbz9gwvcy3uyd5bnjlzej9029qr8oaso,1.0
COACH_GASOLINE_ELD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",u76fi07v4bd9sb2nmzbv1rpjibo1fqn2,1.0
COACH_GASOLINE_LD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",8kgleyi8dxeddpctwia8u1yq02kpeb3n,1.0
COACH_GASOLINE_MD,"transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI",pb1b1fgrlc1jydtvqqcr5efsu9v64qx0,1.0
COACH_HY_DIESEL_ELD,"transport, passenger bus, diesel hybrid, 13m single deck coach bus, EURO-VI",8xqdslma0on6o6vz6k0jct9hmlq1wcot,1.0
COACH_HY_DIESEL_LD,"transport, passenger bus, diesel hybrid, 13m single deck coach bus, EURO-VI",g326bgw5ms26pz9z0bv5t8lzokyzkg6c,1.0
COACH_HY_DIESEL_MD,"transport, passenger bus, diesel hybrid, 13m single deck coach bus, EURO-VI",in4em3ni1x0phui539me09lqavto47yo,1.0
COACH_PROPANE_ELD,"transport, passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",0a1gfvlboroy7x9d49jllhinbv7l3o3s,1.0
COACH_PROPANE_LD,"transport, passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",2d0mkf0i9xt6c3ksqb84sf9f3hfw1gb2,1.0
COACH_PROPANE_MD,"transport, passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",8u9fubwt5usm97mnwvpskp1rc443nq0r,1.0
COAL_GAS_H2,"hydrogen production, coal gasification",4h3omvjzu2u8fsb00gtqp4otgmu05pim,1.0
COAL_GAS_H2_ADV,"hydrogen production, coal gasification",unlf6jvzxqas6ksfkkx75zemcjlgno1v,1.0
COAL_GAS_H2_ADV_CCS,"hydrogen production, coal gasification, with CCS",f1f3dvos26biqanquti6fg6j9b8o6d6v,1.0
COAL_GAS_H2_CCS,"hydrogen production, coal gasification, with CCS",c8p8973n3vylnfrby7r8nbn2n9uws08j,1.0
COAL_IGCC,"electricity production, at hard coal-fired IGCC power plant",85f1a6pgdc4vxre2a1betkmmfbcj7dbl,1.0
COAL_IGCC_CC,"electricity production, at hard coal-fired IGCC power plant, pre, pipeline 200km, storage 1000m",mp6vzmc0zhnmz0358ug66ocvrdriqcs3,1.0
COAL_US,"electricity production, at lignite-fired power plant, pulverised",6s89kw0mqetbastopjynqsodprtaaf5m,1.0
COAL_US_CC,"electricity production, at lignite-fired power plant, post, pipeline 200km, storage 1000m",oiysetrpuzf5bgt6ikmtgbx5jy38xs3b,1.0
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train",i35ptplv33j3d1us2zd6h0wk4gwo23oc,1.0
COMMUTER_RAIL_ELEC_MD,"transport, passenger train, regional",r3qzfkfrhd5l9yzmh83vlz1v0kssmcp3,1.0
CROPS_TO_ETHANOL,"ethanol production, via fermentation, from corn, energy allocation",m97659p505zl7f70rpf6qxgvbyzfc1ik,1.0
CROPS_TO_JETFUELS,"kerosene production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation",40doul55pui9o0uq0y1adzodbi0qubkl,1.0
CROPS_TO_JETFUELS,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",vsns6t79ldhokkzh0kykjiznvmgzvrtt,2.35
CROPS_TO_JETFUELS,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",stpsqrghzn3wmcxz1nyij6rghoapfvi5,0.29375
CROPS_TO_JETFUELS,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",g8x54fml5p27zbv7xmauh1cp4eci7zyd,2.05625
CUMENE_PROCESS,"cumene production, benzene alkylation",y7nrmyjpeux2i8fyfyqfksaskoep3v9b,1.0
DAC_HT,"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2",iy332qtq8t9w5vv5gi61z5scu52m9va2,1.0
DAC_LT,"carbon dioxide, captured from atmosphere, with a solvent-based direct air capture system, 1MtCO2",9wrd6r4xslkp72cin9viapbxagtdopqw,1.0
DEC_ADVCOGEN_H2,"electricity, residential, by conversion of hydrogen using fuel cell, PEM, allocated by exergy, distributed by pipeline, produced by Electrolysis, PEM using electricity from grid",bl283q5accrt0h3o2ugrxpdhj1imbcat,1.0
DEC_BOILER_GAS,"heat production, natural gas, at boiler modulating <100kW",kzkkbnze2f71byd0oeglz8rtfqf5u9g1,1.0
DEC_BOILER_OIL,"heat production, light fuel oil, at boiler 10kW condensing, non-modulating",d41j4i8ozwkw0q4uuacgkxc1xc5z007a,1.0
DEC_BOILER_WOOD,"heat production, wood chips from industry, at furnace 50kW, state-of-the-art 2014",4jq35yqti19vp8bmi5olrvmdseq6va0r,1.0
DEC_COGEN_GAS,"heat and power co-generation, natural gas, 50kW electrical, lean burn",ztdyv1cfj1dhhyuni951qr72jqivkwpo,1.0
DEC_COGEN_OIL,"heat production, light fuel oil, at boiler 10kW condensing, non-modulating",dwpew0h939iuxc487ylqdnl90letcsav,1.0
DEC_COGEN_WOOD,"heat production, wood chips from industry, at furnace 50kW, state-of-the-art 2014",omo2bg7ao4al88100rwhzc0hucxbz5fy,1.0
DEC_DIRECT_ELEC,"market for electricity, low voltage",8l9d1zo882mjo815d1jvazulfldwsfpx,1.0
DEC_HP_ELEC,"heat production, air-water heat pump 10kW",i1bikc2znbzg5qgxuvtb0o31yszeeugs,1.0
DEC_THHP_GAS,"heat production, natural gas, at diffusion absorption heat pump 4kW, future",23inucg7xldwsjhgffp1riitj74a97tt,1.0
DEEP_SALINE,"carbon dioxide compression, transport and storage",ahfr1dfqa3sjdks9wn4gt00ig7cmtezz,1.0
DHN_BOILER_GAS,"heat production, natural gas, at boiler modulating >100kW",zyyghbucegwfsqx0col9aodvroufewap,1.0
DHN_BOILER_OIL,"heat production, light fuel oil, at industrial furnace 1MW",i92anden2wphpa1ec4116zglyst1s9ot,1.0
DHN_BOILER_WOOD,"heat production, wood chips from industry, at furnace 1000kW, state-of-the-art 2014",lvw6xi0yza62r4ti1oqipwpatt0834um,1.0
DHN_COGEN_GAS,"heat and power co-generation, natural gas, 1MW electrical, lean burn",7c4nlrcn1mxipgmyga0r2268yduxu76k,1.0
DHN_COGEN_WASTE,"treatment of waste polystyrene, municipal incineration",a2gew9qpxg3qwr35om8ihsnqmwjj42bo,0.01748793604559293
DHN_COGEN_WASTE,"treatment of spent cation exchange resin from potable water production, municipal incineration",pot364nz504y4u9m31b9stziotxhyu00,1.108255152108245e-07
DHN_COGEN_WASTE,"treatment of waste building wood, chrome preserved, municipal incineration",8gbiodvjjc88ncxpx7uxa9mqiazas9b7,0.0009529835823144692
DHN_COGEN_WASTE,"treatment of waste wood, untreated, municipal incineration",5161oehn0qdaybj2et1e0lbuwmhrs28v,0.2531150616532692
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",lq4smf5st17osp3ed3t6ru94svnnq40s,6.165897727942606e-15
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey, municipal incineration",5na8hfh1ta1hvfvkyzf50c3korxdmhku,0.007028617596899336
DHN_COGEN_WASTE,"treatment of waste polypropylene, municipal incineration",4q2tj38b6j53yfuu53ceoeib0wivxlbn,0.02401089815079357
DHN_COGEN_WASTE,"treatment of residue from mechanical treatment, laptop computer, municipal incineration",6olfur76n4rniwvwtauhs7grnqzrxyh5,0.0002478552691769348
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration",60bpbiwnizxw5do16jo37l59v8q0wfdw,0.0005915187340662672
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",cq0tca2zvals2v98nvmc3nncu95ejed5,1.015318790529243e-12
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",v3zbyen5xqg6fx5kvzx2vx3e15myk8lk,0.001318468958867559
DHN_COGEN_WASTE,"treatment of waste paint, municipal incineration",yilo16lzeit6m98x8davkjl65zhmxybs,0.0009652743877517511
DHN_COGEN_WASTE,"treatment of digester sludge, municipal incineration",l4ose31cslviay2h6ooiy4uf58bd93o9,0.003369980952428378
DHN_COGEN_WASTE,"treatment of waste cement-fibre slab, dismantled, municipal incineration",hixdst3wmd1tlxj1jcxwdgelki0nvkui,0.0006597139725959587
DHN_COGEN_WASTE,"treatment of residue from shredder fraction from manual dismantling, municipal incineration",k1w9wux3scchzfb0xu2f68srq0lq5nue,0.003339376199807556
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",6jjlkmjyhe3n6r9ngl9rsq4antajmz47,3.078276584020738e-16
DHN_COGEN_WASTE,"treatment of waste polyethylene terephthalate, municipal incineration",czs89urit81bx7ipaqi4znxrxxtnt3uk,0.01520554771454857
DHN_COGEN_WASTE,"treatment of waste plastic, industrial electronics, municipal incineration",a5oaupdi4bgb9uyogjyyb8ee00w26hyq,0.003932278441258398
DHN_COGEN_WASTE,"treatment of waste polyvinylfluoride, municipal incineration",01l31oxfws05qlfa9mvf4gxqkb3lg9n7,0.0007900089519034191
DHN_COGEN_WASTE,"treatment of waste sealing sheet, polyethylene, municipal incineration",fzlaj0mvbf4viipbh9ov49mjpblcs0ax,0.00141534012755785
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",gx4g2dlcspgx7rcxxa4u0ev68giba7rh,0.08481063407681307
DHN_COGEN_WASTE,"treatment of spent anion exchange resin from potable water production, municipal incineration",wksn0599cvr1ympnwj8s368usdbe4dao,1.44992176893731e-06
DHN_COGEN_WASTE,"treatment of waste vapour barrier, flame-retarded, municipal incineration",iigdumrvysrnv7otk4cpyqi34d78jfci,0.000314831263118604
DHN_COGEN_WASTE,"treatment of waste emulsion paint, municipal incineration",kn0raxi12qewinukj9gv6qhejv1vqxlk,0.000732471986898891
DHN_COGEN_WASTE,"treatment of waste paperboard, municipal incineration",50rihy6lo1t88xq4rcyydzr6eckz5udf,0.03241596608807133
DHN_COGEN_WASTE,"treatment of waste expanded polystyrene, municipal incineration",06wfaikqpwxw7tzceg0tbmbvxzce2bkh,0.007089582299203097
DHN_COGEN_WASTE,"treatment of waste plastic, mixture, municipal incineration",b8eys70x8va3kt45ipanleokggcfo94h,0.07555506356080281
DHN_COGEN_WASTE,"treatment of waste graphical paper, municipal incineration",fiqrd62bko5o9e3zl6ulbjg1pk8y7v5t,0.1236802245579232
DHN_COGEN_WASTE,"treatment of waste polyurethane, municipal incineration",ruhe0szqn5srj39ryb7ss1choljtldou,0.02012305711870778
DHN_COGEN_WASTE,"treatment of waste packaging paper, municipal incineration",kkzckxlrya8fzz8w54getwnqcgxplb75,0.04439072395674384
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration",riyjhma3y86m6vszm2dj2s3662r77c46,3.325775987079078e-06
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",ftd5w4f95kct03mwp5t3y3p17lquclr7,4.588092984105681e-05
DHN_COGEN_WASTE,"treatment of waste polyethylene, municipal incineration",7kjsdlub9b0gmj81306jfrckxtw8rlob,0.08400399415691528
