Name,Product,Activity,Location,Database,Code,Amount,Unit,Removed flow product,Removed flow activity,Removed flow location,Removed flow database,Removed flow code
ATR_CCS,"hydrogen, gaseous, low pressure","ATR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,gt359qa2lcktj8qt2mbfnopxt8vdxaou,5.348762328016085e-10,unit,"chemical factory, organics","chemical factory construction, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,625bdaed6924e06524787bd5a63474cb
ATR_CCS,"hydrogen, gaseous, low pressure","ATR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,gt359qa2lcktj8qt2mbfnopxt8vdxaou,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
ATR_CCS,"hydrogen, gaseous, low pressure","ATR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,gt359qa2lcktj8qt2mbfnopxt8vdxaou,4.356155634155141,cubic meter,"natural gas, high pressure","market for natural gas, high pressure",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,b7e69b8a61a40e150bf4cc2333f49180
BIOGAS_ATR,"hydrogen, gaseous, low pressure","BIOGAS_ATR, Operation",CA-QC,EnergyScope_CA-QC_2050,zuxlw9uwm1i9hiys04wyfmxivcm3tx50,5.348747161816524e-10,unit,"chemical factory, organics","chemical factory construction, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,625bdaed6924e06524787bd5a63474cb
BIOGAS_ATR,"hydrogen, gaseous, low pressure","BIOGAS_ATR, Operation",CA-QC,EnergyScope_CA-QC_2050,zuxlw9uwm1i9hiys04wyfmxivcm3tx50,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOGAS_ATR,"hydrogen, gaseous, low pressure","BIOGAS_ATR, Operation",CA-QC,EnergyScope_CA-QC_2050,zuxlw9uwm1i9hiys04wyfmxivcm3tx50,3.2973231986837144,kilogram,"biomethane, from biogas upgrading, using amine scrubbing","biomethane production, from biogas upgrading, using amine scrubbing",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,8b313614f8994dc58b3e1c86a2bf2cf8
BIOGAS_ATR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_ATR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,nggiehrce2mvmuth8nmg9kaevvrd8m1e,8.318133856294887,kilogram,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m","carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,9d83189e011f42edb264e353e198439a
BIOGAS_ATR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_ATR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,nggiehrce2mvmuth8nmg9kaevvrd8m1e,5.348762328016085e-10,unit,"chemical factory, organics","chemical factory construction, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,625bdaed6924e06524787bd5a63474cb
BIOGAS_ATR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_ATR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,nggiehrce2mvmuth8nmg9kaevvrd8m1e,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOGAS_ATR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_ATR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,nggiehrce2mvmuth8nmg9kaevvrd8m1e,3.297353840884808,kilogram,"biomethane, from biogas upgrading, using amine scrubbing","biomethane production, from biogas upgrading, using amine scrubbing",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,8b313614f8994dc58b3e1c86a2bf2cf8
BIOGAS_BIOMETHANE,"biomethane, from biogas upgrading, using amine scrubbing","BIOGAS_BIOMETHANE, Operation",CA-QC,EnergyScope_CA-QC_2050,w26bzli6dq58knhurxp2lop3nl57q4s3,5.979073243647235e-10,unit,"chemical factory, organics","market for chemical factory, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,0caadf825196adf0845e429dd2470608
BIOGAS_BIOMETHANE,"biomethane, from biogas upgrading, using amine scrubbing","BIOGAS_BIOMETHANE, Operation",CA-QC,EnergyScope_CA-QC_2050,w26bzli6dq58knhurxp2lop3nl57q4s3,0.17937219730941703,kilowatt hour,"electricity, medium voltage","market group for electricity, medium voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,0f83e53c2180284e45468002cb4de497
BIOGAS_BIOMETHANE,"biomethane, from biogas upgrading, using amine scrubbing","BIOGAS_BIOMETHANE, Operation",CA-QC,EnergyScope_CA-QC_2050,w26bzli6dq58knhurxp2lop3nl57q4s3,2.20868750418312,cubic meter,biogas,treatment of sewage sludge by anaerobic digestion,RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,25aae3119fae0716c2ca336b450e1c1d
BIOGAS_SMR,"hydrogen, gaseous, low pressure","BIOGAS_SMR, Operation",CA-QC,EnergyScope_CA-QC_2050,4hhyhnwa16x2zxr25imceuznwkwi0jrc,5.348319914762801e-10,unit,"chemical factory, organics","chemical factory construction, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,625bdaed6924e06524787bd5a63474cb
BIOGAS_SMR,"hydrogen, gaseous, low pressure","BIOGAS_SMR, Operation",CA-QC,EnergyScope_CA-QC_2050,4hhyhnwa16x2zxr25imceuznwkwi0jrc,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOGAS_SMR,"hydrogen, gaseous, low pressure","BIOGAS_SMR, Operation",CA-QC,EnergyScope_CA-QC_2050,4hhyhnwa16x2zxr25imceuznwkwi0jrc,3.3088031787310634,kilogram,"biomethane, from biogas upgrading, using amine scrubbing","biomethane production, from biogas upgrading, using amine scrubbing",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,8b313614f8994dc58b3e1c86a2bf2cf8
BIOGAS_SMR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_SMR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,ifvk1dh68ezz0r7w8rmdhd45n5ptbogc,6.149690995325822,kilogram,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m","carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,9d83189e011f42edb264e353e198439a
BIOGAS_SMR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_SMR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,ifvk1dh68ezz0r7w8rmdhd45n5ptbogc,5.348339353784591e-10,unit,"chemical factory, organics","chemical factory construction, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,625bdaed6924e06524787bd5a63474cb
BIOGAS_SMR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_SMR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,ifvk1dh68ezz0r7w8rmdhd45n5ptbogc,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOGAS_SMR_CCS,"hydrogen, gaseous, low pressure","BIOGAS_SMR_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,ifvk1dh68ezz0r7w8rmdhd45n5ptbogc,3.2430526231187016,kilogram,"biomethane, from biogas upgrading, using amine scrubbing","biomethane production, from biogas upgrading, using amine scrubbing",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,8b313614f8994dc58b3e1c86a2bf2cf8
BIOMASS_GAS_EF_H2,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_EF_H2, Operation",CA-QC,EnergyScope_CA-QC_2050,ntn64rpneo745mvhc1eqmetxof6rills,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOMASS_GAS_EF_H2,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_EF_H2, Operation",CA-QC,EnergyScope_CA-QC_2050,ntn64rpneo745mvhc1eqmetxof6rills,11.6966,kilogram,"wood chips, wet, measured as dry mass","market for wood chips, wet, measured as dry mass",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,b4324e1edbf458c1e721ea3249adcf51
BIOMASS_GAS_EF_H2,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_EF_H2, Operation",CA-QC,EnergyScope_CA-QC_2050,ntn64rpneo745mvhc1eqmetxof6rills,5.348319914762801e-10,unit,synthetic gas factory,synthetic gas factory construction,RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,bb25d7d5a910c82b64f71d8fd879058b
BIOMASS_GAS_EF_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_EF_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,27hzeicra0ofzve8d82lu3e3zfoxufap,19.58557,kilogram,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m","carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,9d83189e011f42edb264e353e198439a
BIOMASS_GAS_EF_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_EF_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,27hzeicra0ofzve8d82lu3e3zfoxufap,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOMASS_GAS_EF_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_EF_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,27hzeicra0ofzve8d82lu3e3zfoxufap,11.6966,kilogram,"wood chips, wet, measured as dry mass","market for wood chips, wet, measured as dry mass",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,b4324e1edbf458c1e721ea3249adcf51
BIOMASS_GAS_EF_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_EF_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,27hzeicra0ofzve8d82lu3e3zfoxufap,5.348319914762801e-10,unit,synthetic gas factory,synthetic gas factory construction,RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,bb25d7d5a910c82b64f71d8fd879058b
BIOMASS_GAS_FB_H2,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_FB_H2, Operation",CA-QC,EnergyScope_CA-QC_2050,30hilxuda91l4pyxcsqfe5qpnon6694x,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOMASS_GAS_FB_H2,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_FB_H2, Operation",CA-QC,EnergyScope_CA-QC_2050,30hilxuda91l4pyxcsqfe5qpnon6694x,11.6966,kilogram,"wood chips, wet, measured as dry mass","market for wood chips, wet, measured as dry mass",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,b4324e1edbf458c1e721ea3249adcf51
BIOMASS_GAS_FB_H2,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_FB_H2, Operation",CA-QC,EnergyScope_CA-QC_2050,30hilxuda91l4pyxcsqfe5qpnon6694x,5.348319914762801e-10,unit,synthetic gas factory,synthetic gas factory construction,RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,bb25d7d5a910c82b64f71d8fd879058b
BIOMASS_GAS_FB_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_FB_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,m2zpsnubuh4hkp94mo6o5c0fjlxnl185,19.58557,kilogram,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m","carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,9d83189e011f42edb264e353e198439a
BIOMASS_GAS_FB_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_FB_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,m2zpsnubuh4hkp94mo6o5c0fjlxnl185,2.54628e-09,unit,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,11f54712be0fddb1ec05efc53d62a839
BIOMASS_GAS_FB_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_FB_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,m2zpsnubuh4hkp94mo6o5c0fjlxnl185,11.6966,kilogram,"wood chips, wet, measured as dry mass","market for wood chips, wet, measured as dry mass",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,b4324e1edbf458c1e721ea3249adcf51
BIOMASS_GAS_FB_H2_CCS,"hydrogen, gaseous, 25 bar","BIOMASS_GAS_FB_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2050,m2zpsnubuh4hkp94mo6o5c0fjlxnl185,5.348319914762801e-10,unit,synthetic gas factory,synthetic gas factory construction,RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,bb25d7d5a910c82b64f71d8fd879058b
BUS_BIODIESEL_B100_SD,"transport, passenger bus, EURO-VI","BUS_BIODIESEL_B100_SD, Operation",CA-QC,EnergyScope_CA-QC_2050,gdy3nzzvwvmwvnl4vulfp4ziis2i4q62,1.098901098901099e-07,unit,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,403c15e9454c43c78f924e83dc8884cd
BUS_BIODIESEL_B100_SD,"transport, passenger bus, EURO-VI","BUS_BIODIESEL_B100_SD, Operation",CA-QC,EnergyScope_CA-QC_2050,gdy3nzzvwvmwvnl4vulfp4ziis2i4q62,0.03191671691845631,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,a17cbcaf99f94b6a83b02a0e610064f0
BUS_BIODIESEL_B20_SD,"transport, passenger bus, EURO-VI","BUS_BIODIESEL_B20_SD, Operation",CA-QC,EnergyScope_CA-QC_2050,aj3q2r5mb1glt7cty4cd8ivlgd36mmsx,1.098901098901099e-07,unit,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,403c15e9454c43c78f924e83dc8884cd
